connectionId,positive_similarity_results,negative_similarity_results
194581,"{'genieten': {'n_occurrences': 2, 'pairwise_sims': [0.9587409585031633], 'mean_sim': np.float64(0.9587409585031633)}}",{}
194581,{},{}
194581,"{'goed': {'n_occurrences': 3, 'pairwise_sims': [0.9079907703520435, 0.885058812117565, 0.940960193488312], 'mean_sim': np.float64(0.9113365919859735)}}",{}
194581,{},{}
194581,{},{}
194581,"{'goed': {'n_occurrences': 6, 'pairwise_sims': [0.9360604669013274, 0.9119768551206111, 0.8865309297144267, 0.8919147332037778, 0.8362903996834868, 0.9135834863304514, 0.8846602645781023, 0.8956600961010717, 0.8410795493657499, 0.8821219401072353, 0.876221491357876, 0.8344164503747832, 0.9038859472525878, 0.8608094203752598, 0.8900379917120071], 'mean_sim': np.float64(0.8830166681452504)}}",{}
194581,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9089115430314288], 'mean_sim': np.float64(0.9089115430314288)}}","{'af_leiden': {'n_occurrences': 3, 'pairwise_sims': [0.9562336405257179, 0.960097923242012, 0.944564257623535], 'mean_sim': np.float64(0.953631940463755)}, 'raken': {'n_occurrences': 3, 'pairwise_sims': [0.9041941613289298, 0.914251398801254, 0.9008391751577025], 'mean_sim': np.float64(0.9064282450959621)}}"
194581,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8788959367252993], 'mean_sim': np.float64(0.8788959367252993)}}","{'moe': {'n_occurrences': 2, 'pairwise_sims': [0.9496609915304164], 'mean_sim': np.float64(0.9496609915304164)}}"
194581,{},{}
194581,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8855588683731984], 'mean_sim': np.float64(0.8855588683731984)}}",{}
194581,"{'hopen': {'n_occurrences': 2, 'pairwise_sims': [0.9536955135864971], 'mean_sim': np.float64(0.9536955135864971)}}","{'depressief': {'n_occurrences': 2, 'pairwise_sims': [0.9474965043335425], 'mean_sim': np.float64(0.9474965043335425)}}"
194581,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9330251566005912], 'mean_sim': np.float64(0.9330251566005912)}}",{}
194581,{},"{'pijn': {'n_occurrences': 2, 'pairwise_sims': [0.9708129129586225], 'mean_sim': np.float64(0.9708129129586225)}, 'honger': {'n_occurrences': 2, 'pairwise_sims': [0.9464341969685083], 'mean_sim': np.float64(0.9464341969685083)}}"
194581,{},{}
194581,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9446398519630761], 'mean_sim': np.float64(0.9446398519630761)}, 'blij': {'n_occurrences': 2, 'pairwise_sims': [0.9599283342500645], 'mean_sim': np.float64(0.9599283342500645)}}",{}
194581,"{'nice': {'n_occurrences': 2, 'pairwise_sims': [0.7470297887971554], 'mean_sim': np.float64(0.7470297887971554)}, 'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9234016560264321], 'mean_sim': np.float64(0.9234016560264321)}}",{}
194581,"{'goed': {'n_occurrences': 3, 'pairwise_sims': [0.8065058671787066, 0.8324230002317068, 0.8675250803075327], 'mean_sim': np.float64(0.8354846492393154)}}","{'verliezen': {'n_occurrences': 2, 'pairwise_sims': [0.8657617969969248], 'mean_sim': np.float64(0.8657617969969248)}}"
194581,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8946774901544199], 'mean_sim': np.float64(0.8946774901544199)}}",{}
194581,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9257553296362633], 'mean_sim': np.float64(0.9257553296362633)}}",{}
194581,"{'goed': {'n_occurrences': 3, 'pairwise_sims': [0.8858677844230429, 0.8553377810462779, 0.8520870917472626], 'mean_sim': np.float64(0.8644308857388611)}}",{}
194581,{},{}
194581,{},"{'verliezen': {'n_occurrences': 2, 'pairwise_sims': [0.981730414041903], 'mean_sim': np.float64(0.981730414041903)}}"
194581,"{'goed': {'n_occurrences': 4, 'pairwise_sims': [0.9409730100070746, 0.9227732158972461, 0.8967133482833579, 0.9414380760130119, 0.8991693140541921, 0.9107572823309118], 'mean_sim': np.float64(0.9186373744309657)}}",{}
194581,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9262442810627236], 'mean_sim': np.float64(0.9262442810627236)}}",{}
194581,{},"{'verliezen': {'n_occurrences': 3, 'pairwise_sims': [0.9174468547426099, 0.927099886093604, 0.9358794327375755], 'mean_sim': np.float64(0.9268087245245965)}}"
194581,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9284913069706204], 'mean_sim': np.float64(0.9284913069706204)}}",{}
194581,"{'goed': {'n_occurrences': 4, 'pairwise_sims': [0.9116147564186623, 0.9549931107068553, 0.8721346830323471, 0.9505602667264391, 0.8592570720422237, 0.8744984772862682], 'mean_sim': np.float64(0.9038430610354661)}}",{}
194581,"{'bon': {'n_occurrences': 3, 'pairwise_sims': [0.8579105548527373, 0.8285684936945785, 0.9803260217840855], 'mean_sim': np.float64(0.8889350234438004)}, 'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9219873002682342], 'mean_sim': np.float64(0.9219873002682342)}, 'wakker': {'n_occurrences': 2, 'pairwise_sims': [0.9871937184990822], 'mean_sim': np.float64(0.9871937184990822)}}",{}
194581,{},{}
194581,"{'normaal': {'n_occurrences': 2, 'pairwise_sims': [0.909994907238331], 'mean_sim': np.float64(0.909994907238331)}}",{}
194581,"{'bon': {'n_occurrences': 2, 'pairwise_sims': [0.920869520045554], 'mean_sim': np.float64(0.920869520045554)}}",{}
194581,{},"{'moe': {'n_occurrences': 2, 'pairwise_sims': [0.8888877297166644], 'mean_sim': np.float64(0.8888877297166644)}}"
194581,"{'blij': {'n_occurrences': 2, 'pairwise_sims': [0.8917569549469844], 'mean_sim': np.float64(0.8917569549469844)}}",{}
194581,{},{}
194581,{},"{'raken': {'n_occurrences': 2, 'pairwise_sims': [0.9238682069767645], 'mean_sim': np.float64(0.9238682069767645)}}"
194581,{},{}
194581,"{'goed': {'n_occurrences': 4, 'pairwise_sims': [0.9133232074718567, 0.891147286510441, 0.8596791636913963, 0.8715987022697113, 0.8932182213941176, 0.849978526249997], 'mean_sim': np.float64(0.8798241845979199)}, 'blij': {'n_occurrences': 2, 'pairwise_sims': [0.9592709023393287], 'mean_sim': np.float64(0.9592709023393287)}}",{}
194581,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.7622513344481425], 'mean_sim': np.float64(0.7622513344481425)}, 'productief': {'n_occurrences': 2, 'pairwise_sims': [0.9401661843970247], 'mean_sim': np.float64(0.9401661843970247)}}",{}
194581,"{'bon': {'n_occurrences': 2, 'pairwise_sims': [0.9176678958518967], 'mean_sim': np.float64(0.9176678958518967)}}",{}
194581,"{'zin': {'n_occurrences': 2, 'pairwise_sims': [0.9646273984389744], 'mean_sim': np.float64(0.9646273984389744)}}",{}
194581,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9145603371879207], 'mean_sim': np.float64(0.9145603371879207)}}",{}
194581,{},{}
194581,"{'bon': {'n_occurrences': 2, 'pairwise_sims': [0.8874338350125671], 'mean_sim': np.float64(0.8874338350125671)}, 'goed': {'n_occurrences': 3, 'pairwise_sims': [0.9270101673496768, 0.9187988974019159, 0.920430436820735], 'mean_sim': np.float64(0.9220798338574424)}}",{}
194581,{},{}
194581,{},{}
194581,"{'blij': {'n_occurrences': 2, 'pairwise_sims': [0.7075874559095279], 'mean_sim': np.float64(0.7075874559095279)}}",{}
194581,{},{}
194581,"{'goed': {'n_occurrences': 3, 'pairwise_sims': [0.8696694636722215, 0.8610639988090069, 0.9034333338074171], 'mean_sim': np.float64(0.8780555987628818)}}",{}
194581,"{'bon': {'n_occurrences': 2, 'pairwise_sims': [0.8929405598968462], 'mean_sim': np.float64(0.8929405598968462)}}","{'moe': {'n_occurrences': 3, 'pairwise_sims': [0.8967915613054162, 0.9594406445311796, 0.9083551282863698], 'mean_sim': np.float64(0.9215291113743218)}}"
194581,{},{}
194581,{},{}
194581,{},{}
194581,"{'cool': {'n_occurrences': 2, 'pairwise_sims': [0.9700451503043996], 'mean_sim': np.float64(0.9700451503043996)}}","{'forceren': {'n_occurrences': 2, 'pairwise_sims': [0.9683040840488261], 'mean_sim': np.float64(0.9683040840488261)}}"
194584,"{'lief': {'n_occurrences': 2, 'pairwise_sims': [0.9723502481192032], 'mean_sim': np.float64(0.9723502481192032)}}",{}
194584,{},{}
194584,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9421515967317915], 'mean_sim': np.float64(0.9421515967317915)}}",{}
194584,{},{}
194584,"{'wakker': {'n_occurrences': 2, 'pairwise_sims': [0.934690332358773], 'mean_sim': np.float64(0.934690332358773)}, 'leuk': {'n_occurrences': 2, 'pairwise_sims': [0.9419387679367178], 'mean_sim': np.float64(0.9419387679367178)}}",{}
194584,"{'goed': {'n_occurrences': 3, 'pairwise_sims': [0.8595320567904805, 0.8486794097475017, 0.8684332109340858], 'mean_sim': np.float64(0.8588815591573559)}}",{}
194584,{},"{'lastig': {'n_occurrences': 2, 'pairwise_sims': [0.929469370311647], 'mean_sim': np.float64(0.929469370311647)}}"
194584,"{'gezellig': {'n_occurrences': 2, 'pairwise_sims': [0.9382293853508129], 'mean_sim': np.float64(0.9382293853508129)}, 'lief': {'n_occurrences': 2, 'pairwise_sims': [0.9570994986119649], 'mean_sim': np.float64(0.9570994986119649)}}",{}
194584,"{'goed': {'n_occurrences': 3, 'pairwise_sims': [0.9655928529195531, 0.8750909104175318, 0.8961726883098377], 'mean_sim': np.float64(0.9122854838823075)}, 'vriendelijk': {'n_occurrences': 2, 'pairwise_sims': [0.933712108775007], 'mean_sim': np.float64(0.933712108775007)}}",{}
194584,{},{}
194584,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9194549265525693], 'mean_sim': np.float64(0.9194549265525693)}}",{}
194584,{},{}
194584,"{'oké': {'n_occurrences': 2, 'pairwise_sims': [0.9593906293114567], 'mean_sim': np.float64(0.9593906293114567)}}",{}
194584,{},{}
194584,"{'goed': {'n_occurrences': 3, 'pairwise_sims': [0.839661741263866, 0.8216967035573063, 0.9353914998656887], 'mean_sim': np.float64(0.8655833148956203)}}","{'erg': {'n_occurrences': 2, 'pairwise_sims': [0.9214537665950271], 'mean_sim': np.float64(0.9214537665950271)}}"
194584,"{'goed': {'n_occurrences': 3, 'pairwise_sims': [0.9260652765176428, 0.8916537041170945, 0.9348475481040549], 'mean_sim': np.float64(0.9175221762462641)}}",{}
194584,"{'oké': {'n_occurrences': 2, 'pairwise_sims': [0.8874256070133949], 'mean_sim': np.float64(0.8874256070133949)}}",{}
194584,{},"{'irritant': {'n_occurrences': 2, 'pairwise_sims': [0.8360666855512737], 'mean_sim': np.float64(0.8360666855512737)}}"
194584,{},{}
194584,"{'lekker': {'n_occurrences': 2, 'pairwise_sims': [0.935158907724639], 'mean_sim': np.float64(0.935158907724639)}}","{'zuur': {'n_occurrences': 2, 'pairwise_sims': [0.8937630765324349], 'mean_sim': np.float64(0.8937630765324349)}}"
194584,"{'wakker': {'n_occurrences': 2, 'pairwise_sims': [0.9614413092632595], 'mean_sim': np.float64(0.9614413092632595)}}","{'ziek': {'n_occurrences': 2, 'pairwise_sims': [0.9537451098198818], 'mean_sim': np.float64(0.9537451098198818)}}"
194584,{},{}
194584,{},{}
194584,{},{}
194584,"{'wakker': {'n_occurrences': 2, 'pairwise_sims': [0.9260173938830806], 'mean_sim': np.float64(0.9260173938830806)}}",{}
194584,"{'tof': {'n_occurrences': 3, 'pairwise_sims': [0.9641801062949318, 0.9587171882415628, 0.9414465757059869], 'mean_sim': np.float64(0.9547812900808271)}, 'normaal': {'n_occurrences': 2, 'pairwise_sims': [0.9327066097317215], 'mean_sim': np.float64(0.9327066097317215)}}",{}
194584,{},{}
194584,"{'goed': {'n_occurrences': 7, 'pairwise_sims': [0.9079685140060723, 0.8998721900581529, 0.9278011642680375, 0.9231874862297037, 0.880138819375639, 0.8832580378616816, 0.9495941959063694, 0.9152404252872872, 0.8946422219279446, 0.8542361379532858, 0.8773090503769949, 0.9202305706627818, 0.9010035105817744, 0.8658632691417361, 0.9074970741885243, 0.9156205952165617, 0.862124498207997, 0.8939567754876699, 0.9324132868206221, 0.9141993479601463, 0.9190196294306425], 'mean_sim': np.float64(0.9021512762356965)}, 'blij': {'n_occurrences': 2, 'pairwise_sims': [0.926378141768331], 'mean_sim': np.float64(0.926378141768331)}}",{}
194584,"{'wakker': {'n_occurrences': 2, 'pairwise_sims': [0.9364349638726842], 'mean_sim': np.float64(0.9364349638726842)}, 'hopen': {'n_occurrences': 3, 'pairwise_sims': [0.918876228753895, 0.9163731708967788, 0.888312086438438], 'mean_sim': np.float64(0.9078538286963705)}}","{'ziek': {'n_occurrences': 2, 'pairwise_sims': [0.9395740476874995], 'mean_sim': np.float64(0.9395740476874995)}}"
194584,{},{}
194584,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.7315252917516423], 'mean_sim': np.float64(0.7315252917516423)}}",{}
194584,{},{}
194584,"{'wakker': {'n_occurrences': 2, 'pairwise_sims': [0.9308779103500257], 'mean_sim': np.float64(0.9308779103500257)}}",{}
194584,{},{}
194584,"{'lief': {'n_occurrences': 2, 'pairwise_sims': [0.9194703250839471], 'mean_sim': np.float64(0.9194703250839471)}}",{}
194584,{},{}
194584,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9183057490142486], 'mean_sim': np.float64(0.9183057490142486)}}",{}
194584,{},"{'lastig': {'n_occurrences': 2, 'pairwise_sims': [0.9087147741973082], 'mean_sim': np.float64(0.9087147741973082)}}"
194584,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.7722056192058241], 'mean_sim': np.float64(0.7722056192058241)}}","{'slecht': {'n_occurrences': 2, 'pairwise_sims': [0.9218547831868243], 'mean_sim': np.float64(0.9218547831868243)}}"
194584,{},{}
194584,{},{}
194584,"{'leuk': {'n_occurrences': 3, 'pairwise_sims': [0.9207669751445284, 0.9239881177378885, 0.9060258092793699], 'mean_sim': np.float64(0.9169269673872623)}}",{}
194584,"{'leuk': {'n_occurrences': 2, 'pairwise_sims': [0.9086853537501177], 'mean_sim': np.float64(0.9086853537501177)}}",{}
194584,"{'goed': {'n_occurrences': 4, 'pairwise_sims': [0.9162865302248843, 0.9242693685644211, 0.8570161534316111, 0.9328398312234008, 0.8789929297558323, 0.8963311598529604], 'mean_sim': np.float64(0.9009559955088516)}}",{}
194584,"{'ontspannen': {'n_occurrences': 2, 'pairwise_sims': [0.923625161524393], 'mean_sim': np.float64(0.923625161524393)}}","{'slecht': {'n_occurrences': 2, 'pairwise_sims': [0.9282282860723284], 'mean_sim': np.float64(0.9282282860723284)}}"
194584,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9464543744815419], 'mean_sim': np.float64(0.9464543744815419)}}",{}
194584,{},{}
194584,{},{}
194584,{},{}
194584,"{'normaal': {'n_occurrences': 2, 'pairwise_sims': [0.9574459444139253], 'mean_sim': np.float64(0.9574459444139253)}}","{'frustreren': {'n_occurrences': 2, 'pairwise_sims': [0.972918227943131], 'mean_sim': np.float64(0.972918227943131)}}"
194584,"{'gezellig': {'n_occurrences': 2, 'pairwise_sims': [0.8817617945315213], 'mean_sim': np.float64(0.8817617945315213)}, 'ontspannend': {'n_occurrences': 3, 'pairwise_sims': [0.9499586211585745, 0.9354569632729027, 0.9971945127477936], 'mean_sim': np.float64(0.9608700323930903)}}",{}
194584,"{'leuk': {'n_occurrences': 2, 'pairwise_sims': [0.9501319294949411], 'mean_sim': np.float64(0.9501319294949411)}}",{}
194584,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8188137838549546], 'mean_sim': np.float64(0.8188137838549546)}}",{}
194584,"{'focussen': {'n_occurrences': 2, 'pairwise_sims': [0.8762419348343385], 'mean_sim': np.float64(0.8762419348343385)}, 'zin': {'n_occurrences': 2, 'pairwise_sims': [0.8887634341928614], 'mean_sim': np.float64(0.8887634341928614)}}",{}
194584,{},{}
194584,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8845127277238], 'mean_sim': np.float64(0.8845127277238)}, 'tevreden': {'n_occurrences': 2, 'pairwise_sims': [0.9079053494316828], 'mean_sim': np.float64(0.9079053494316828)}}",{}
194584,"{'rustig': {'n_occurrences': 3, 'pairwise_sims': [0.8955380084513228, 0.9317169633454201, 0.9155500090640754], 'mean_sim': np.float64(0.9142683269536062)}, 'amuseren': {'n_occurrences': 2, 'pairwise_sims': [0.9086578139529121], 'mean_sim': np.float64(0.9086578139529121)}, 'leuk': {'n_occurrences': 2, 'pairwise_sims': [0.9101965440595505], 'mean_sim': np.float64(0.9101965440595505)}}",{}
194584,{},{}
194584,"{'zin': {'n_occurrences': 2, 'pairwise_sims': [0.9275689589913079], 'mean_sim': np.float64(0.9275689589913079)}}",{}
194584,"{'goed': {'n_occurrences': 5, 'pairwise_sims': [0.9002958711282413, 0.8850084649843281, 0.8769967404123029, 0.767232120968476, 0.9296454737092776, 0.9000433277421744, 0.7807302138408933, 0.9357341423597199, 0.7775242564949993, 0.8125417179489085], 'mean_sim': np.float64(0.8565752329589321)}}",{}
194584,{},"{'irriteren': {'n_occurrences': 2, 'pairwise_sims': [0.9549805522999087], 'mean_sim': np.float64(0.9549805522999087)}}"
194584,{},"{'moe': {'n_occurrences': 3, 'pairwise_sims': [0.9332207590740255, 0.9642760729854037, 0.9146399194811982], 'mean_sim': np.float64(0.937378917180209)}}"
194584,{},"{'lastig': {'n_occurrences': 2, 'pairwise_sims': [0.9546234251366196], 'mean_sim': np.float64(0.9546234251366196)}}"
194584,{},{}
194584,{},"{'erg': {'n_occurrences': 2, 'pairwise_sims': [0.9043693046625102], 'mean_sim': np.float64(0.9043693046625102)}}"
194584,{},"{'moe': {'n_occurrences': 2, 'pairwise_sims': [0.9644883296382541], 'mean_sim': np.float64(0.9644883296382541)}}"
194584,"{'ontspannen': {'n_occurrences': 2, 'pairwise_sims': [0.9355626923639341], 'mean_sim': np.float64(0.9355626923639341)}}",{}
194584,{},{}
194584,{},{}
194584,{},"{'kapot': {'n_occurrences': 2, 'pairwise_sims': [0.9655668468729874], 'mean_sim': np.float64(0.9655668468729874)}, 'stress': {'n_occurrences': 2, 'pairwise_sims': [0.9347425151102873], 'mean_sim': np.float64(0.9347425151102873)}}"
194584,{},{}
194584,"{'hopen': {'n_occurrences': 3, 'pairwise_sims': [0.8708116192176855, 0.8559600080558634, 0.9401567546163059], 'mean_sim': np.float64(0.8889761272966182)}}",{}
194584,"{'wakker': {'n_occurrences': 4, 'pairwise_sims': [0.939874084936201, 0.9296250247608695, 0.9626159059561388, 0.9766847993581602, 0.9451513580208878, 0.9327567514545784], 'mean_sim': np.float64(0.9477846540811393)}, 'normaal': {'n_occurrences': 3, 'pairwise_sims': [0.895234048765303, 0.8972123802667991, 0.8963684256447375], 'mean_sim': np.float64(0.8962716182256131)}}",{}
194584,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9011467936681182], 'mean_sim': np.float64(0.9011467936681182)}}",{}
194584,"{'blij': {'n_occurrences': 2, 'pairwise_sims': [0.9276965642038472], 'mean_sim': np.float64(0.9276965642038472)}, 'gezellig': {'n_occurrences': 2, 'pairwise_sims': [0.9338114201997344], 'mean_sim': np.float64(0.9338114201997344)}}","{'honger': {'n_occurrences': 2, 'pairwise_sims': [0.8831738199026332], 'mean_sim': np.float64(0.8831738199026332)}}"
194584,{},{}
194584,"{'zin': {'n_occurrences': 2, 'pairwise_sims': [0.949721754180871], 'mean_sim': np.float64(0.949721754180871)}}",{}
194584,{},{}
194584,"{'lief': {'n_occurrences': 3, 'pairwise_sims': [0.9596061272399404, 0.8309299687570063, 0.8443463212221536], 'mean_sim': np.float64(0.8782941390730334)}}",{}
194584,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8889948812280227], 'mean_sim': np.float64(0.8889948812280227)}}",{}
194584,"{'goed': {'n_occurrences': 3, 'pairwise_sims': [0.8639223256509774, 0.9234778148326892, 0.8632352653347083], 'mean_sim': np.float64(0.8835451352727915)}, 'leuk': {'n_occurrences': 2, 'pairwise_sims': [0.8938047540526669], 'mean_sim': np.float64(0.8938047540526669)}}",{}
194584,{},{}
194584,{},{}
194584,{},{}
194584,"{'ontspannen': {'n_occurrences': 2, 'pairwise_sims': [0.9488685085138807], 'mean_sim': np.float64(0.9488685085138807)}, 'wakker': {'n_occurrences': 2, 'pairwise_sims': [0.9581971534096597], 'mean_sim': np.float64(0.9581971534096597)}}",{}
194584,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8844641894533973], 'mean_sim': np.float64(0.8844641894533973)}}",{}
